bug_id,feature,severity,status,date_reported,date_resolved,platform,region,assigned_team,bug_type,milestone,priority_level
2714,Aging System,Medium,Resolved,2024-11-06,2024-11-30,PC,South America,Expansion Pack,Gameplay,M6,Medium
2715,Tutorial,Medium,Won't Fix,2025-03-18,2025-04-06,Xbox,South America,Expansion Pack,Network,M1,Low
2716,World Map,Medium,Resolved,2025-01-14,2025-01-23,Mac,Asia,Build Mode,Gameplay,M4,High
2717,UI,Medium,Resolved,2024-09-18,2024-09-24,PlayStation,Oceania,Graphics,Audio,M4,Medium
2718,Create-a-Sim,Medium,Resolved,2024-08-13,2024-09-07,PlayStation,Asia,CAS,Audio,M6,Medium
2719,Social Interactions,Medium,Resolved,2024-09-17,2024-10-14,Xbox,North America,Expansion Pack,Expansion Pack,M7,Medium
2720,Bug Fixes,Low,In Progress,2025-01-06,,PC,South America,Platform,UI,M3,High
2721,Aging System,Low,Resolved,2024-07-26,2024-08-07,PC,Oceania,LiveOps,Gameplay,M1,High
2722,UI,High,Resolved,2024-05-16,2024-05-31,PlayStation,Europe,UI/UX,Audio,M6,Medium
2723,Aging System,Critical,Won't Fix,2024-09-01,2024-09-13,PlayStation,South America,CAS,Gameplay,M2,Medium
2724,World Map,Low,Resolved,2024-10-18,2024-11-11,PlayStation,Oceania,Expansion Pack,Mods & Custom Content,M2,Medium
2725,Occults,Low,Resolved,2025-03-14,2025-03-22,PlayStation,Asia,LiveOps,Network,M4,Medium
2726,Seasons,Low,Resolved,2024-06-22,2024-07-08,Xbox,South America,LiveOps,Performance,M7,High
2727,Expansion Pack,High,Resolved,2025-02-06,2025-03-08,Xbox,Europe,Build Mode,UI,M6,Medium
2728,Build Mode,Low,Resolved,2025-04-12,2025-05-03,Xbox,North America,CAS,Expansion Pack,M7,Medium
2729,Expansion Pack,Low,Investigating,2025-04-02,,Xbox,Oceania,Graphics,UI,M3,Low
2730,Create-a-Sim,Medium,Resolved,2024-05-13,2024-05-24,Mac,South America,CAS,Network,M6,Medium
2731,Tutorial,High,Resolved,2024-10-05,2024-10-20,PC,North America,UI/UX,Mods & Custom Content,M3,Medium
2732,Expansion Pack,Medium,Resolved,2024-07-30,2024-08-27,PC,South America,Graphics,Audio,M5,Low
2733,Seasons,Low,Resolved,2025-02-21,2025-03-16,PC,South America,Audio,Gameplay,M6,Medium
2734,Occults,High,Resolved,2024-08-15,2024-09-09,Xbox,South America,Platform,UI,M3,High
2735,Skills,High,Won't Fix,2024-11-06,2024-11-22,PlayStation,Oceania,Platform,Graphics,M4,Low
2736,Audio,High,Resolved,2024-04-20,2024-05-08,Mac,Europe,Expansion Pack,Gameplay,M7,Low
2737,Tutorial,Medium,Resolved,2024-06-30,2024-07-09,PlayStation,Europe,Graphics,Audio,M5,Low
2738,Careers,Medium,Won't Fix,2024-11-10,2024-12-02,Xbox,South America,UI/UX,Audio,M5,High
2739,Build Mode,Medium,Resolved,2024-08-07,2024-09-01,Xbox,Oceania,Build Mode,Network,M7,Medium
2740,Mods & Custom Content,Low,Investigating,2024-12-01,,PC,Africa,Audio,Network,M2,High
2741,Pets,High,Resolved,2024-10-04,2024-10-12,PlayStation,Oceania,UI/UX,Performance,M5,High
2742,Expansion Pack,Low,Won't Fix,2024-11-20,2024-12-04,Mac,Oceania,Audio,UI,M7,High
2743,Careers,High,Resolved,2024-10-15,2024-11-05,Xbox,North America,UI/UX,Mods & Custom Content,M7,Medium
2744,Tutorial,High,Resolved,2025-01-25,2025-01-30,Xbox,Asia,Graphics,Audio,M6,Medium
2745,Multiplayer,Low,Resolved,2024-06-28,2024-07-10,PlayStation,Asia,CAS,Gameplay,M1,Medium
2746,Careers,Low,Resolved,2025-03-13,2025-04-05,Xbox,South America,Build Mode,Graphics,M6,Medium
2747,Occults,Low,Resolved,2025-01-21,2025-02-08,Mac,South America,Platform,Audio,M7,Low
2748,Live Mode,Low,Resolved,2024-07-16,2024-07-25,Mac,Europe,LiveOps,Gameplay,M3,Medium
2749,Create-a-Sim,High,Resolved,2024-04-20,2024-04-28,PC,Europe,Graphics,Performance,M5,Low
2750,Pets,High,Resolved,2024-09-15,2024-09-22,Xbox,Asia,Graphics,Mods & Custom Content,M1,Medium
2751,Pets,Medium,Resolved,2024-07-12,2024-07-26,Mac,South America,Platform,Performance,M6,Medium
2752,Live Mode,Medium,Resolved,2024-08-22,2024-09-05,Mac,North America,Graphics,Performance,M1,Low
2753,Create-a-Sim,Medium,Resolved,2025-02-19,2025-03-08,PC,Africa,Platform,UI,M1,Low
2754,World Map,Medium,New,2025-03-05,,Xbox,Asia,Platform,Mods & Custom Content,M3,Low
2755,UI,Medium,Resolved,2025-04-01,2025-04-14,PC,South America,CAS,Graphics,M5,Medium
2756,World Map,Low,Resolved,2024-04-18,2024-05-09,PC,Oceania,Graphics,Graphics,M1,Medium
2757,Expansion Pack,Low,Resolved,2024-12-14,2024-12-26,Mac,Africa,Platform,Mods & Custom Content,M1,Medium
2758,Live Mode,Medium,Won't Fix,2025-02-22,2025-03-05,Xbox,Oceania,Audio,Network,M2,Medium
2759,Bug Fixes,High,Resolved,2025-01-09,2025-01-15,PC,Africa,Graphics,Network,M7,Low
2760,Tutorial,Low,Resolved,2024-05-26,2024-06-23,PlayStation,Africa,Build Mode,Audio,M2,Medium
2761,Skills,Medium,Resolved,2024-10-28,2024-10-31,PlayStation,North America,Graphics,Audio,M3,High
2762,Skills,Low,Resolved,2024-07-14,2024-07-21,Mac,Oceania,UI/UX,Audio,M1,High
2763,UI,Low,Won't Fix,2024-10-15,2024-10-20,PlayStation,Asia,Graphics,Graphics,M2,Medium
2764,Pets,Critical,Resolved,2024-05-09,2024-05-29,PC,South America,LiveOps,UI,M1,Medium
2765,Bug Fixes,Low,Resolved,2025-04-17,2025-05-17,Mac,Asia,Platform,Graphics,M3,Low
2766,Occults,Medium,Resolved,2025-01-03,2025-01-21,Mac,Europe,Graphics,Expansion Pack,M5,Low
2767,Aspirations,Medium,Resolved,2024-05-22,2024-06-06,Xbox,North America,LiveOps,Expansion Pack,M3,Low
2768,Bug Fixes,High,Resolved,2025-03-21,2025-04-11,Xbox,Oceania,Build Mode,Gameplay,M6,Medium
2769,Multiplayer,Low,Resolved,2025-03-12,2025-03-14,Xbox,Oceania,Graphics,Network,M7,High
2770,Careers,Low,New,2024-10-25,,PC,Asia,CAS,Graphics,M5,Medium
2771,Graphics,High,Investigating,2024-12-30,,PC,Asia,Platform,Graphics,M7,Medium
2772,Tutorial,High,Resolved,2024-09-01,2024-09-17,PlayStation,Africa,CAS,Mods & Custom Content,M4,High
2773,Bug Fixes,Medium,Resolved,2025-04-09,2025-04-11,PlayStation,South America,Expansion Pack,Audio,M6,Medium
2774,Bug Fixes,High,Resolved,2024-05-19,2024-06-03,Mac,Europe,Platform,UI,M3,Medium
2775,Graphics,Medium,Resolved,2024-05-22,2024-06-13,PlayStation,Oceania,Platform,Network,M6,Medium
2776,Bug Fixes,High,New,2024-06-05,,Mac,Oceania,Platform,Gameplay,M2,Medium
2777,Pets,Low,In Progress,2025-02-12,,Xbox,South America,Graphics,Mods & Custom Content,M5,Medium
2778,Bug Fixes,High,Resolved,2024-05-15,2024-06-05,Xbox,Europe,Platform,UI,M4,Medium
2779,Aging System,Low,Resolved,2024-11-11,2024-12-05,PC,North America,Graphics,UI,M3,Low
2780,Create-a-Sim,Medium,Resolved,2024-09-24,2024-10-08,Mac,Asia,Build Mode,Performance,M2,Low
2781,Mods & Custom Content,Low,New,2025-04-05,,Mac,Asia,CAS,Expansion Pack,M1,Medium
2782,Aspirations,Medium,In Progress,2024-07-13,,PlayStation,Oceania,Build Mode,Graphics,M4,Medium
2783,Occults,High,Resolved,2024-07-22,2024-07-29,PlayStation,Europe,CAS,Gameplay,M2,Medium
2784,Create-a-Sim,High,Resolved,2024-08-11,2024-09-03,PlayStation,Asia,Expansion Pack,Audio,M5,Medium
2785,Expansion Pack,Critical,New,2025-02-05,,PC,Asia,Audio,Network,M3,High
2786,Build Mode,Low,Investigating,2024-12-30,,Xbox,South America,CAS,Performance,M3,Medium
2787,Social Interactions,Medium,Resolved,2025-01-12,2025-01-30,Xbox,Africa,Platform,Graphics,M6,Low
2788,Multiplayer,Low,Won't Fix,2024-08-12,2024-08-31,PC,South America,LiveOps,Gameplay,M5,High
2789,Social Interactions,Critical,Investigating,2024-07-26,,Mac,Africa,Graphics,Mods & Custom Content,M2,High
2790,Live Mode,Low,Resolved,2024-05-15,2024-05-22,Mac,Asia,Expansion Pack,Expansion Pack,M2,Medium
2791,Aspirations,Low,Resolved,2024-07-01,2024-07-31,PC,South America,LiveOps,UI,M2,Medium
2792,Build Mode,Low,Resolved,2025-01-28,2025-02-14,PC,Oceania,LiveOps,Performance,M5,Medium
2793,Build Mode,Low,Resolved,2024-11-18,2024-11-21,Mac,Oceania,LiveOps,Gameplay,M6,High
2794,Live Mode,Low,Won't Fix,2024-06-13,2024-06-25,Xbox,Africa,Audio,Gameplay,M1,High
2795,Aging System,Low,Resolved,2024-06-17,2024-07-01,PC,North America,Expansion Pack,Performance,M4,Medium
2796,Create-a-Sim,Low,Resolved,2024-10-05,2024-10-14,Xbox,North America,Graphics,Network,M3,Medium
2797,Graphics,Low,In Progress,2024-09-13,,PlayStation,Africa,Graphics,Performance,M2,Medium
2798,Build Mode,Medium,Resolved,2024-10-31,2024-11-18,PC,Asia,Expansion Pack,Mods & Custom Content,M5,Low
2799,Occults,Low,Resolved,2025-04-06,2025-04-22,PC,Africa,Graphics,Graphics,M1,Medium
2800,Tutorial,Critical,Resolved,2024-07-02,2024-07-21,Xbox,Oceania,Audio,Graphics,M5,Low
2801,Occults,Low,Resolved,2024-08-08,2024-08-13,PlayStation,Europe,Build Mode,UI,M6,Low
2802,Audio,Medium,Resolved,2024-07-23,2024-08-19,Mac,South America,Expansion Pack,Performance,M5,High
2803,Careers,High,Won't Fix,2024-05-31,2024-06-21,PC,South America,Build Mode,Mods & Custom Content,M1,Low
2804,Aging System,Low,Won't Fix,2024-06-14,2024-06-15,Xbox,Asia,UI/UX,Audio,M2,Low
2805,Bug Fixes,Medium,In Progress,2024-12-25,,Xbox,Europe,Expansion Pack,Gameplay,M5,High
2806,Bug Fixes,Critical,Resolved,2025-02-14,2025-02-17,Xbox,Oceania,Graphics,UI,M7,High
2807,Multiplayer,High,Resolved,2024-12-29,2025-01-24,PlayStation,Asia,Build Mode,Audio,M2,Medium
2808,Aging System,Medium,Resolved,2024-05-02,2024-05-12,Mac,Africa,Platform,Network,M4,Low
2809,World Map,Low,In Progress,2025-02-17,,PC,Europe,LiveOps,UI,M3,High
2810,World Map,Medium,Resolved,2024-08-15,2024-09-05,Xbox,North America,LiveOps,Graphics,M5,Low
2811,Pets,Low,Resolved,2024-05-21,2024-06-04,Xbox,Europe,CAS,Performance,M4,Medium
2812,Mods & Custom Content,Low,Resolved,2024-07-17,2024-08-09,Mac,North America,Build Mode,Expansion Pack,M7,Medium
2813,Audio,Critical,Resolved,2024-08-26,2024-09-20,PC,North America,Expansion Pack,Performance,M4,Low
2814,Aging System,Low,New,2024-10-22,,Mac,South America,CAS,Gameplay,M3,Medium
2815,Build Mode,High,Investigating,2024-12-21,,PC,Africa,CAS,Performance,M5,Medium
2816,Audio,Medium,Resolved,2024-07-22,2024-08-02,PlayStation,Europe,Audio,UI,M7,Medium
2817,Social Interactions,Medium,Resolved,2025-04-15,2025-05-10,Xbox,South America,UI/UX,Network,M2,High
2818,Multiplayer,High,Resolved,2024-04-29,2024-05-05,Xbox,Oceania,Build Mode,Expansion Pack,M3,Low
2819,Build Mode,Medium,Resolved,2024-09-13,2024-09-18,PC,South America,CAS,Mods & Custom Content,M4,Low
2820,Mods & Custom Content,Medium,New,2024-09-30,,Xbox,Europe,Expansion Pack,Network,M3,Medium
2821,UI,Low,Resolved,2025-01-16,2025-02-15,Xbox,Africa,Audio,Graphics,M6,Medium
2822,Audio,Critical,In Progress,2024-07-18,,Mac,Africa,Build Mode,Audio,M2,Medium
2823,Graphics,High,Resolved,2024-10-04,2024-10-05,Mac,Oceania,Expansion Pack,Performance,M5,Medium
2824,UI,High,Resolved,2025-02-06,2025-02-17,PC,Europe,Build Mode,Graphics,M4,Low
2825,Graphics,Low,Resolved,2024-06-08,2024-06-29,Mac,South America,CAS,Gameplay,M7,Low
2826,Build Mode,Medium,Won't Fix,2024-04-22,2024-05-08,PlayStation,Europe,Graphics,Performance,M1,Low
2827,Aspirations,Low,Won't Fix,2025-02-15,2025-02-26,Mac,Europe,Expansion Pack,Gameplay,M7,Low
2828,Careers,Medium,Won't Fix,2025-04-12,2025-04-24,Xbox,North America,CAS,Graphics,M3,Low
2829,World Map,Critical,In Progress,2024-06-04,,Xbox,Asia,UI/UX,Gameplay,M5,Medium
2830,Mods & Custom Content,Low,Resolved,2025-02-13,2025-02-25,PC,South America,UI/UX,Gameplay,M7,Low
2831,Skills,Critical,In Progress,2024-09-01,,PlayStation,Oceania,Build Mode,Audio,M5,High
2832,Tutorial,High,In Progress,2024-12-04,,Xbox,North America,Expansion Pack,Mods & Custom Content,M7,Medium
2833,Aspirations,Medium,Resolved,2024-12-09,2024-12-13,Mac,Europe,Audio,Audio,M4,Low
2834,Social Interactions,Low,Investigating,2024-11-17,,PC,Oceania,Expansion Pack,Expansion Pack,M2,Medium
2835,Social Interactions,Critical,Resolved,2024-07-21,2024-08-15,PlayStation,North America,CAS,Performance,M1,Medium
2836,Skills,Medium,Resolved,2025-02-09,2025-02-22,Xbox,Africa,Graphics,Mods & Custom Content,M1,Medium
2837,Build Mode,Critical,Won't Fix,2024-04-25,2024-05-18,PC,Oceania,LiveOps,Gameplay,M1,Low
2838,Expansion Pack,High,Resolved,2024-05-11,2024-06-05,Mac,Africa,Audio,Mods & Custom Content,M7,Medium
2839,Graphics,Low,Resolved,2025-03-14,2025-03-18,Xbox,Oceania,UI/UX,Expansion Pack,M2,Medium
2840,Occults,High,Resolved,2024-09-27,2024-10-14,PC,Africa,Expansion Pack,Expansion Pack,M5,Low
2841,Aspirations,Low,Resolved,2024-06-04,2024-06-06,Xbox,Africa,Audio,Expansion Pack,M4,Low
2842,Pets,Low,Won't Fix,2025-03-15,2025-03-31,PC,Oceania,UI/UX,Audio,M4,Low
2843,World Map,Low,Resolved,2025-02-15,2025-02-22,Mac,Oceania,LiveOps,UI,M1,Medium
2844,Tutorial,Medium,Resolved,2024-08-17,2024-09-15,PlayStation,North America,CAS,Network,M3,Medium
2845,Audio,Low,Resolved,2024-05-03,2024-05-18,PlayStation,Africa,LiveOps,Expansion Pack,M4,Medium
2846,Occults,Low,Resolved,2024-10-03,2024-10-18,Xbox,North America,UI/UX,Expansion Pack,M3,Medium
2847,Skills,High,Resolved,2024-06-18,2024-07-10,Mac,Asia,Build Mode,Gameplay,M5,Low
2848,Mods & Custom Content,Low,Resolved,2024-11-14,2024-11-29,PC,Europe,Expansion Pack,Network,M4,Medium
2849,Pets,Medium,Resolved,2025-02-12,2025-02-20,Mac,North America,Build Mode,Gameplay,M4,Medium
2850,Multiplayer,High,Resolved,2024-09-09,2024-09-13,PC,Asia,CAS,Mods & Custom Content,M6,Low
2851,Create-a-Sim,Low,New,2024-04-28,,PlayStation,Asia,Expansion Pack,Network,M1,Medium
2852,Create-a-Sim,Medium,New,2024-12-24,,PC,Oceania,Build Mode,Mods & Custom Content,M4,Medium
2853,World Map,Low,Resolved,2024-06-20,2024-07-07,Xbox,Europe,LiveOps,UI,M7,Medium
2854,Create-a-Sim,Low,Resolved,2024-07-05,2024-07-22,PC,Asia,Build Mode,Network,M2,Medium
2855,Pets,Medium,Won't Fix,2024-06-25,2024-07-03,PlayStation,North America,Graphics,Expansion Pack,M3,High
2856,Tutorial,Medium,Resolved,2024-07-29,2024-08-11,Mac,Asia,UI/UX,Expansion Pack,M2,Low
2857,Aspirations,Low,Resolved,2025-03-07,2025-04-01,Mac,Europe,Build Mode,Graphics,M2,Low
2858,Aspirations,High,New,2024-04-30,,Xbox,North America,Audio,Network,M1,Medium
2859,Audio,Low,Resolved,2024-11-30,2024-12-24,Mac,Africa,LiveOps,Network,M1,Medium
2860,Expansion Pack,High,Resolved,2024-07-16,2024-08-08,Mac,Africa,Audio,Mods & Custom Content,M5,Medium
2861,Create-a-Sim,Medium,Resolved,2024-08-04,2024-08-20,Xbox,Europe,Platform,Gameplay,M3,Low
2862,World Map,Low,Resolved,2024-09-15,2024-09-26,Mac,North America,Audio,Performance,M7,High
2863,Occults,High,Resolved,2024-11-05,2024-11-10,Mac,Oceania,UI/UX,UI,M7,Medium
2864,UI,Critical,Resolved,2024-05-10,2024-05-20,PC,Africa,LiveOps,Performance,M4,Medium
2865,Audio,High,Resolved,2024-07-29,2024-08-24,Mac,Oceania,Platform,Graphics,M4,Low
2866,Live Mode,High,Resolved,2024-06-07,2024-07-07,PC,North America,Audio,Network,M7,High
2867,Mods & Custom Content,High,Investigating,2024-06-30,,Xbox,South America,Build Mode,Audio,M1,High
2868,Graphics,High,Resolved,2025-03-07,2025-03-10,PC,North America,UI/UX,Audio,M1,High
2869,UI,Low,Resolved,2024-10-27,2024-10-30,PC,South America,LiveOps,Audio,M3,Medium
2870,Audio,High,Resolved,2024-12-04,2024-12-18,Xbox,South America,UI/UX,Audio,M6,High
2871,Graphics,Low,Resolved,2025-02-05,2025-02-12,PlayStation,South America,CAS,Network,M4,Low
2872,Pets,Medium,Resolved,2025-02-02,2025-02-17,PC,South America,CAS,Graphics,M2,Low
2873,Audio,Medium,Investigating,2025-04-15,,Xbox,North America,Build Mode,UI,M5,Low
2874,Tutorial,Low,Won't Fix,2025-01-29,2025-02-22,Mac,Oceania,Platform,Audio,M1,Low
2875,Aging System,Low,Resolved,2024-08-27,2024-09-04,PC,Oceania,LiveOps,Network,M4,High
2876,Create-a-Sim,Low,Resolved,2024-11-03,2024-11-06,Xbox,Oceania,Expansion Pack,Audio,M4,Medium
2877,Aspirations,Critical,Resolved,2024-10-12,2024-10-20,PC,North America,CAS,Mods & Custom Content,M3,High
2878,Occults,Low,Resolved,2025-03-18,2025-04-07,PlayStation,Africa,CAS,Gameplay,M4,Low
2879,Build Mode,Critical,Resolved,2024-10-18,2024-10-31,Xbox,South America,LiveOps,Gameplay,M4,Medium
2880,Pets,Low,In Progress,2024-09-07,,PlayStation,Africa,Build Mode,UI,M7,High
2881,Live Mode,Medium,Resolved,2024-06-22,2024-07-09,Xbox,North America,LiveOps,Audio,M5,Low
2882,World Map,Low,New,2024-08-12,,PlayStation,Asia,Platform,Mods & Custom Content,M3,Low
2883,Bug Fixes,High,Resolved,2024-07-07,2024-07-29,PlayStation,Asia,Audio,UI,M5,High
2884,Graphics,High,Resolved,2025-03-11,2025-04-02,PlayStation,Europe,LiveOps,Graphics,M3,Medium
2885,Aspirations,Critical,Resolved,2025-01-27,2025-02-15,Mac,Oceania,Platform,Gameplay,M6,Medium
2886,Aging System,Low,Resolved,2024-05-09,2024-05-24,PlayStation,South America,Audio,Audio,M5,Medium
2887,Occults,High,Won't Fix,2025-04-15,2025-05-15,Xbox,Asia,Build Mode,Performance,M7,Medium
2888,Live Mode,Low,Investigating,2024-10-28,,PC,Europe,CAS,UI,M7,Low
2889,Aging System,Critical,Resolved,2025-01-23,2025-02-22,Xbox,North America,Expansion Pack,Network,M5,Medium
2890,Aging System,Medium,Resolved,2025-04-18,2025-04-26,PC,Oceania,UI/UX,Expansion Pack,M2,Medium
2891,Tutorial,Low,Resolved,2025-04-09,2025-05-05,PlayStation,Asia,Platform,Audio,M4,Low
2892,Build Mode,Low,Resolved,2024-05-24,2024-06-16,PlayStation,Oceania,Expansion Pack,Network,M4,Low
2893,UI,Low,Investigating,2024-12-14,,Mac,South America,UI/UX,Expansion Pack,M4,High
2894,Mods & Custom Content,Medium,Resolved,2024-07-24,2024-07-29,PC,Asia,LiveOps,Performance,M4,High
2895,Expansion Pack,Medium,Resolved,2025-02-10,2025-03-04,PC,North America,Expansion Pack,Expansion Pack,M1,Medium
2896,Occults,Low,Investigating,2025-03-19,,PlayStation,Oceania,UI/UX,Performance,M1,High
2897,Seasons,Low,Resolved,2024-05-08,2024-05-30,Mac,Africa,CAS,Expansion Pack,M7,Medium
2898,Occults,High,Resolved,2025-04-17,2025-05-09,Xbox,Europe,Build Mode,UI,M1,Low
2899,Aging System,Critical,Resolved,2024-07-07,2024-07-24,Mac,Oceania,Platform,Network,M3,Medium
2900,Live Mode,High,Resolved,2025-02-21,2025-02-26,Mac,Europe,LiveOps,Expansion Pack,M2,Medium
2901,Expansion Pack,Medium,Resolved,2025-02-03,2025-02-16,PC,Oceania,Build Mode,Graphics,M2,Low
2902,Social Interactions,Medium,Resolved,2024-08-25,2024-08-29,Xbox,Africa,Build Mode,Network,M6,Medium
2903,Audio,Low,Resolved,2025-02-19,2025-03-19,Mac,Europe,Build Mode,Gameplay,M6,Medium
2904,Mods & Custom Content,High,Won't Fix,2025-02-21,2025-02-27,Mac,Oceania,Platform,Mods & Custom Content,M1,Low
2905,Bug Fixes,Low,New,2024-06-21,,PlayStation,Europe,Audio,Network,M2,High
2906,Seasons,Low,Resolved,2024-11-20,2024-11-29,Mac,Oceania,Platform,Expansion Pack,M5,Low
2907,World Map,High,New,2025-02-07,,Mac,Europe,LiveOps,Expansion Pack,M3,Low
2908,Pets,Medium,Resolved,2024-12-29,2024-12-30,PlayStation,Asia,Expansion Pack,Graphics,M7,Medium
2909,Pets,Medium,Resolved,2025-03-18,2025-04-16,PC,Europe,Expansion Pack,Gameplay,M6,Low
2910,UI,Medium,Won't Fix,2024-04-28,2024-05-07,PC,South America,Audio,Expansion Pack,M4,Medium
2911,World Map,Low,Resolved,2024-12-30,2025-01-06,PC,Europe,Expansion Pack,Network,M6,Medium
2912,UI,High,Resolved,2025-03-30,2025-04-15,Mac,Africa,Expansion Pack,Mods & Custom Content,M7,Medium
2913,Mods & Custom Content,Low,Resolved,2024-11-10,2024-11-13,Xbox,Asia,UI/UX,Gameplay,M1,Medium
2914,Aging System,Low,Won't Fix,2024-11-10,2024-11-23,Xbox,Europe,Expansion Pack,Expansion Pack,M6,Medium
2915,Occults,Low,Resolved,2024-06-25,2024-06-29,Mac,Europe,Build Mode,Graphics,M7,Low
2916,Create-a-Sim,High,Won't Fix,2025-04-14,2025-04-27,Mac,Africa,Audio,Audio,M6,Medium
2917,Multiplayer,High,Won't Fix,2025-03-06,2025-03-14,PC,South America,Build Mode,Gameplay,M2,Medium
2918,World Map,Medium,Won't Fix,2024-10-15,2024-10-29,Mac,Europe,LiveOps,Mods & Custom Content,M2,Low
2919,World Map,Low,Resolved,2024-08-09,2024-09-06,Xbox,Asia,UI/UX,Expansion Pack,M6,Medium
2920,Graphics,Medium,Resolved,2024-10-14,2024-11-06,PlayStation,North America,Audio,Network,M3,Medium
2921,Skills,High,Resolved,2024-05-21,2024-05-22,PC,Africa,UI/UX,Audio,M6,Medium
2922,Multiplayer,Low,Resolved,2024-07-12,2024-07-17,PC,North America,Build Mode,Expansion Pack,M1,High
2923,Mods & Custom Content,High,Resolved,2024-07-07,2024-07-15,Mac,North America,Build Mode,Audio,M6,Low
2924,Aging System,Low,New,2024-10-27,,Mac,Africa,UI/UX,Expansion Pack,M7,Medium
2925,Tutorial,Low,Investigating,2024-04-18,,Xbox,Oceania,Platform,UI,M1,Medium
2926,Aspirations,High,Investigating,2025-03-19,,Xbox,Oceania,CAS,Graphics,M2,Low
2927,Audio,Low,Resolved,2024-06-30,2024-07-12,PC,South America,UI/UX,Expansion Pack,M4,Low
2928,World Map,Low,Resolved,2024-06-04,2024-06-05,PlayStation,Africa,LiveOps,Gameplay,M3,Medium
2929,Bug Fixes,Critical,Resolved,2025-01-05,2025-01-19,Mac,Africa,LiveOps,Performance,M3,Low
2930,Tutorial,Critical,Resolved,2025-03-20,2025-03-31,Xbox,Africa,Platform,Gameplay,M6,Medium
2931,Careers,Low,Resolved,2025-02-21,2025-03-04,Mac,Oceania,Audio,Performance,M6,Medium
2932,Occults,Low,Resolved,2024-08-14,2024-08-16,Xbox,Oceania,Graphics,Audio,M2,Medium
2933,World Map,Medium,Won't Fix,2024-04-26,2024-04-28,Xbox,Europe,Expansion Pack,UI,M5,Medium
2934,Careers,High,Resolved,2024-11-18,2024-11-21,PlayStation,Asia,Platform,Performance,M4,Medium
2935,Create-a-Sim,Low,Resolved,2025-03-19,2025-04-06,Xbox,Asia,LiveOps,UI,M1,Low
2936,Occults,High,In Progress,2025-01-26,,PC,Oceania,Graphics,Gameplay,M7,Medium
2937,World Map,High,Resolved,2025-02-21,2025-03-22,Mac,Europe,Build Mode,Network,M6,Medium
2938,Skills,Medium,Resolved,2025-02-27,2025-03-09,Mac,North America,Expansion Pack,Network,M5,Medium
2939,Live Mode,Low,Resolved,2025-04-04,2025-04-20,Mac,South America,Build Mode,Graphics,M6,Medium
2940,Aging System,High,Won't Fix,2024-09-01,2024-09-15,PlayStation,Oceania,UI/UX,Gameplay,M4,Low
2941,Seasons,Medium,Resolved,2025-03-28,2025-04-26,PC,North America,Expansion Pack,Performance,M2,Low
2942,Tutorial,High,Resolved,2024-09-09,2024-09-22,PC,North America,Build Mode,Audio,M4,Medium
